Country,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Ghana,123458.6472856016,131684.47630228876,125781.70099521034,174569.64987461906,215969.0122705293,251379.64957063016,261304.1585651397,329074.99809474614,421328.0216281186,451725.7873566987,508986.8426065505,572922.5857686289
Jamaica,52846.78722320206,50904.17979644284,51756.03916983123,51730.11764169275,58072.97329414602,58575.30363241617,59940.59153030477,59151.43736399978,60820.952418362576,63580.67106326728,67311.0901442765,66383.8092047513
Grenada,1819.125509819476,1654.6276381000728,1624.03123095693,1543.0581276047822,1680.6952732378948,1684.759927770612,1622.6010412812238,1594.2459368100358,1581.9347999569245,1633.840382987262,1805.502140303336,1924.7244214649288
Dominican Republic,131171.43763423746,138452.95635157952,147865.40404821327,149056.29713289958,169963.61871161195,186747.1919920342,207299.4861208633,217695.962178829,247669.92308564504,269411.87017009355,299526.231709237,320616.49563993805
Barbados,7716.416055251482,7604.130592488248,7453.367330103791,7418.76171181717,7899.83480771161,8000.137836589651,8296.367481511887,7674.34134407838,7758.909180723336,7882.0491650908625,8490.152236244841,8721.87748547746
Dominica,811.7172029398301,831.5040838745001,893.6794568919597,754.6621158332201,858.0215132816755,510.25297544680416,828.4471282661543,1042.1760872907491,994.5941922319868,992.3758387719298,1145.328666953597,1125.339180511821
Trinidad and Tobago,111264.81838772574,109490.68225539548,111057.84324161564,103761.14753579524,106640.91872479104,112315.5285169587,114731.55993083678,114114.90072624726,110244.85900470466,112410.44567378765,118440.77768054274,117937.641963622
Bahamas,27046.651102620173,26174.95949548564,24785.357056148125,22084.425107751755,22628.650230139618,21998.321427218987,21217.7178104868,19991.23900630397,22137.991264361648,22897.86356522465,24990.89032202281,25846.44046022309
Saint Kitts and Nevis,1734.4986124222182,1871.6625388894008,1936.892285296672,1886.760967903468,2130.9200621718296,2337.962197297928,2376.303465613837,2200.1439466343213,2193.980869669657,2320.851344184081,2486.139531136494,2492.635999894609
Saint Lucia,4917.590517866523,4783.228026619483,4830.197509744938,4579.805642157139,5066.95444686144,4863.676646544303,5008.680912243971,5043.96815054814,4959.671700959932,4882.059149784434,5013.828504984984,3754.7924891326943
Antigua & Barbuda,4448.472926542892,4754.297724219631,4815.41027669031,4434.461689718376,4820.213784525676,4817.382245165345,4303.58719615919,4198.668746619832,4379.647851777192,4817.82991351801,5481.270327910491,5333.672121618429
Haiti,10158.22658214642,10420.243658893058,10057.007261884064,9402.339742961409,11198.35434656774,11351.106424807856,8923.101673050925,7433.007881223922,8209.813366244005,6736.710033463554,6191.420489493771,5863.005985265734
Cuba,146072.82885884267,153565.3658662119,162620.77561886152,157481.26253448316,174186.33797334883,170093.685734836,172182.80965645285,163938.70774564368,156158.42580647406,147297.88979717798,159824.57316789482,137268.79857831227
Saint Vincent and the Grenadines,872.2943309934998,816.9855442332799,855.7679820290531,835.459122513477,1002.236664096047,1022.5552953554724,1034.4093134010548,998.2268039913736,926.2051233457,898.1890627054609,1081.0213665984431,1121.145226630626
Belize,10886.89248033621,10852.706795495931,10979.522359388036,10591.910661363583,12392.163564517445,12600.279627045002,13241.603327687926,13598.040819217042,13963.380264374386,14796.865175098294,16763.98162767933,17149.659599039114
Guatemala,112667.45357239177,119324.66460741992,121260.50310121811,123523.49531501083,146759.70759673874,145656.41423682333,145674.80282905442,139904.6547085078,150937.35431558377,149614.87102294085,177792.09569993056,195588.2785111265
Honduras,96981.38257231833,102968.29324213252,106654.44543715515,100282.48172005244,128550.1692337639,121249.39387559326,121927.67683001948,116332.13935077647,116641.27730100178,107167.33030447658,130957.9656986434,132264.19206265357
Nicaragua,41937.50462591553,45074.14447789551,46517.26969222774,47923.50374079199,58097.64483479929,62182.69540405366,58376.33170460587,59411.03522748887,57471.36287124736,56432.551545956245,56395.331481188274,58248.65656789399
Costa Rica,121339.36827766204,126158.3329336475,125634.53670677768,119651.94826650152,136859.01112940066,138111.76193814303,137287.47045686774,133870.0293708932,134405.13880792222,134708.92521150137,149472.83722007487,146362.87440456697
Panama,77387.67912933712,81042.53286584263,87238.61509201645,85893.69455113637,102044.40975965126,108360.20872161609,112164.4934983431,113849.65743403726,113346.5053058574,113429.63241285628,131344.72159351455,124666.68978266991
El Salvador,41853.92527019412,42303.29283142362,46281.511041900936,42879.34432272378,51922.08192967247,53563.77035433121,51122.753724770046,51477.49041184977,56593.60731052856,56252.26422554435,60471.41932015744,66699.49747473585
Mexico,3791292.7751196,3789100.31552702,3677717.3856188087,3714576.915091423,4010131.439949865,4019267.952255936,4197602.880222281,4409108.195460447,4828571.788075556,4850633.434808977,5377203.303625054,5825185.659914723
Canada,6697564.853302164,5035178.547927896,4497209.834517617,4447584.564771482,4731228.162260075,5046488.015247858,4938115.340735852,5102304.833791218,4758430.888791403,5068361.6762001095,5177172.8189820405,5446979.156542443
United States of America,39568390.35147533,38208078.83891734,36694008.59426656,35917103.48447649,38021243.85517876,38375974.29842441,38699140.30124197,37821854.85480553,38883091.033235386,40611648.473896645,42278108.94264504,43405193.98238183
Suriname,20207.89280341583,21865.430629607923,22325.98954903923,20705.71596222957,23643.28311751326,23235.420728413428,24034.43892460512,25111.183992102968,25050.40777913914,26499.046900330377,29511.13014476233,31852.284305765468
Peru,424107.0132619115,418828.8681365668,419236.69014898734,501116.9392622153,488492.2894498771,510674.067529133,561726.1004501611,534079.6078160664,578730.2831464217,644464.2690164595,763113.6721614816,852502.6315606171
Paraguay,258272.91916959992,271631.4279381258,282460.48892716627,295829.39831293724,343068.98164730286,347298.74079859507,335933.578663687,376401.5102086926,420937.87473231176,451614.2026526562,514797.36840468674,500574.8637052038
Colombia,718082.9059614725,738667.6857246519,771200.7238655989,725589.9403213806,807690.5194713101,811681.265115983,796507.4584092385,778703.0421958156,795725.8641715331,781105.985256653,950861.993138482,958835.6494344578
Guyana,7929.444186100293,8330.69790968733,9313.237636654248,10439.419651303522,12207.616404363043,12425.61271624354,14209.495177204924,16235.70551574248,17620.05024522356,19784.75385382538,25148.00372978928,29112.78789464212
Venezuela,3422521.677053666,3747594.856066571,3441408.329512547,3097518.7937608347,2471591.40411368,2469398.6574103083,3140459.9197325013,2327586.1748893163,2521660.691075337,2282813.363296958,2349021.4824874443,2458875.05930652
Uruguay,190419.23553905071,191212.60998759296,204312.85158426108,198594.46561272847,212908.2186684354,216605.67391444143,222242.07918317392,226692.8870710142,225736.2443258664,232912.9783385036,247582.68326227044,249511.7516595389
Argentina,3241087.886574497,3299328.6572015,3419844.2490122635,3321434.458699054,3564938.510442278,3605563.338605888,3644796.530662196,3539068.568047578,3514455.52283211,3755499.227065229,3864083.017045539,3802198.128060761
Chile,662493.3357201524,656229.7539302043,659847.811420645,674418.2417777291,713689.4913285936,743639.6305424902,762027.9834755237,786550.972213905,815451.1920132793,869705.5978312823,1005591.2177383836,1089277.8673667342
Brazil,6616280.000425027,6915289.758933931,6723715.477550425,6758623.807414433,7405452.926623987,7509779.693677348,7384875.43220918,7425563.912140056,7678167.703069376,7799389.500717103,8837529.285277074,9265571.12206694
Bolivia,219037.13154928604,239375.7688696408,269092.5147795749,289689.9536140527,316990.3387650212,321303.6679370981,324031.2175626874,326042.508616814,326615.7254833077,351490.4823439507,381113.4217982735,379411.07731275033
Ecuador,353179.1291096584,412847.6019368839,430357.8173543205,460336.1112516377,489506.4649014278,525891.7265392477,543498.7494402347,527853.9722320987,581516.0487616237,576864.4067200611,716175.4937091408,720799.8395589368
Uzbekistan,535861.0910418258,492682.8657960582,442341.537389484,439146.5408734668,459801.1797976929,442479.42432585696,479001.7095088968,512507.6324224688,611034.3918196433,640672.8757289464,692484.4336668719,659830.2874875586
Kazakhstan,1950217.7947119465,1991249.1339064264,1661998.4936981618,1270547.4838931735,1251932.2549023763,1171010.513460714,1141961.0392258184,1127816.924438368,1317583.609773636,1281189.5706720196,1354144.0784967083,1607629.612385966
Kyrgyzstan,95342.7216725477,99960.02993579142,92137.16979200218,96811.28048746457,121485.9406451946,127023.71658596916,144190.6077643277,160167.80467229494,169015.87125383626,158560.4846404346,193394.99009800528,197445.2825685934
Tajikistan,65481.104313003474,51154.59428457281,66616.22347019488,67895.95905244921,78610.82726685896,77238.82803900499,87698.40126210423,96861.7593936418,91768.0819267274,107834.16889448512,128501.83481383575,121822.66988543008
Turkmenistan,794240.5994103465,726048.5919495135,722540.6482700743,720995.5804925429,747281.9612816477,683809.4355071767,624646.7114167889,643418.4971144638,610842.6703457956,609589.1373282564,668602.4274685495,723261.4100195657
Mongolia,54932.20155964604,52322.2862046861,50830.03643908425,54269.78929173416,61121.6526324309,65227.27190968763,75043.78479014384,88519.25163621927,92382.45825772927,108778.99953795016,127503.99123578542,140036.5292033577
Republic of Korea,1576220.151162956,1456228.3624488353,1495229.3700427462,1536229.993410326,1711276.417587685,1770499.7098428356,1803460.4827222,1843427.771081637,1917880.3451533609,2005175.830313632,2027013.9953153064,2090808.143036772
Japan,2463901.795279787,2317188.494110335,2264114.78492345,2221828.758391421,2472237.34623857,2458169.504158785,2462730.2960022204,2390411.0667021503,2484939.933546851,2463991.675688625,2526626.0075593907,2561229.4394251364
China,13078270.568492934,12778510.047745053,12867083.754801912,13276351.75141949,15677969.150058957,16782565.48558563,18311875.56406649,19463712.172928248,21789177.27319196,22433231.414384715,24049418.16497359,24842025.003554188
Democratic People's Republic of Korea,11703.009753000104,8863.97778244801,6738.629799380604,7902.808157319315,11793.0659419733,10745.090801132425,11663.125459134451,13955.28218903126,17736.25906078686,18323.89357799992,26067.897132929407,32705.547322435825
Cambodia,14486.039571612451,16865.09563179925,19263.44876067187,20939.642369327084,26647.75980256844,31860.34564253947,41311.95919023649,48201.39311527317,57483.68712090348,64839.15131577418,76536.73163526796,83402.93613986834
Brunei Darussalam,38310.75446921443,43959.35213660628,46347.72987810463,40310.16598476819,41905.44530994905,39330.70750148712,41835.11871020701,41895.2217217151,28339.787465691457,37899.48153541744,37350.97932819911,38009.32580579718
Timor-Leste,4448.479386829975,4159.458198636279,4427.910124120546,3932.622433661411,5261.77914021343,5737.626711003427,5519.346250760616,6731.559314990166,5550.710001564407,4142.28883128137,5122.528721558464,5316.085917249317
Myanmar,98495.3042919046,106111.294001555,115573.99776722916,116174.6728743368,155544.1096713819,181793.3480252068,200525.2665981232,228434.4224849784,255036.8614617248,215896.8907745221,216253.01847803223,206361.81546382932
Lao People's Democratic Republic,29819.062188663385,30977.40314010669,35392.43897927501,34202.6727988764,45541.47052155775,46656.93855771782,45026.78057222501,48249.03573027816,54141.80471050372,51523.55270090624,65488.76456902223,72840.56966369807
Philippines,201377.4824535164,217122.8802759224,238707.2539714088,243893.9749260167,268696.9401001731,304732.64580880123,316014.2459669414,323672.79340236745,340499.5993859126,362837.7033064048,415730.51878961385,462572.5186937815
Indonesia,1058029.1513357798,1108385.6284844656,1251165.0666421754,1267042.51987113,1446217.3874097797,1635696.1999060975,1711612.6709858614,1731800.3045556808,1930135.2587122023,1881484.597711149,2236916.872541829,2333423.8604970016
Singapore,106301.68729495436,114365.99689916158,112739.73232056214,114706.39808184776,114444.92382114266,119335.9189807612,119779.52235240744,119597.10673747445,113255.03598068826,104887.79969166494,110505.21356540004,113199.22330368828
Vietnam,1020747.263625335,1102215.6407509889,1321548.088103449,1245592.330546714,1510933.5083272925,1992225.7354976973,2121572.6381008634,1730289.1536610175,1972914.380628272,1280285.214489301,1507273.2593216386,1531517.7226541273
Malaysia,838082.8605961525,928057.193560646,948879.5435336252,1011875.4643398012,1088438.3045735343,1190468.120512275,1173601.356077899,1202117.0766074343,1241000.3049508436,1190640.2596493296,1277456.1011669217,1352727.026172535
Thailand,1055166.86003968,1122511.187921454,1222979.446087821,1263582.7359356757,1475970.8754025758,1559558.451409042,1627356.72323302,1725549.2651442422,1954639.6124928189,2061041.014243972,2353982.1264576507,2573584.571575297
Iran (Islamic Republic of),4500627.04112061,4895049.401252364,5087138.099802275,6040462.527077924,7034935.712906222,6780013.926742729,6063891.480599376,5987708.83612902,6761322.764440612,7423025.151916864,8242590.730038897,8655485.750835182
Sri Lanka,44660.24824597901,48232.89573604988,54557.52107007824,56423.14229895158,68325.23410867523,72398.2593972155,80814.09420794815,85634.76702462154,91123.52269521896,83442.65377467475,83747.74112736764,85089.00178728053
Afghanistan,88539.24676704407,80624.77395177007,70962.2308166799,68843.09961096384,78654.05785094686,76735.72913171431,77318.62501103393,83072.22631967197,74474.44058645087,58452.21510813195,71236.18352408141,87336.3025166016
India,7017538.1453553215,7257727.462270164,7680435.698715196,7804456.153650766,9281889.61195156,9688536.45984453,10082617.707593648,10232760.375301003,10772123.908466369,11861720.535656303,13076329.084220637,14035569.00678526
Bhutan,6806.811757144946,6411.964941062792,7262.738984644471,6003.50788390625,7067.361004107899,7501.621669524733,7304.020297167113,7100.042441245621,6919.751269456335,7973.762256791896,10752.642301344054,12115.217178513722
Bangladesh,161440.000744868,158677.0024954948,176085.34682257017,159792.90905927608,209006.55750146488,218562.01639781607,225079.41865314345,234329.59353088308,261865.49356442643,275156.60568203015,286485.8752513779,318716.7146151547
Pakistan,779758.1834728228,728739.8452790935,710708.6727230554,740652.3498840495,966552.457935018,1019429.810007302,1005483.3817641606,1014074.7036083236,1098310.0199156348,1129925.2306636292,1213379.6741985392,1215076.245848196
Maldives,99.34688983781668,116.74058408544344,124.6445364968157,157.55502750838505,196.55252262657763,197.9787835900105,208.5805129053546,199.9089378042549,240.3532651656984,303.1614638600864,381.6602238046188,380.4856993612121
Nepal,23390.60652359572,26376.45645543657,29082.339151150165,25777.311738920573,36229.963046900775,38735.56217887124,45527.07656609843,53719.03631554583,65526.16066290303,82729.08115383037,111144.33954745728,131546.1514057605
Cyprus,89410.3240764221,91811.89434892323,92184.02593261682,93713.1436677371,101204.6506873931,103394.33711252992,97748.96977875836,92683.74297203487,94401.71607703347,90910.97870000605,97324.85274732804,102646.6105453716
Yemen,313602.630270722,291997.1497484238,93230.41304087148,80710.29756919041,114184.06038723116,119074.04357946444,159900.71722078952,171426.19247955468,198586.9399955696,176839.4719847211,151581.3745791838,144466.32691523968
Georgia,115137.68555029183,106951.11327306365,105439.96868286918,107343.4719728612,122380.89757245364,118120.2916179776,131868.2956113752,143672.18752626894,157097.74445767028,173439.4020945559,192651.1203775904,217829.815437336
Kuwait,569395.6473626852,628369.3141266739,575939.385580238,622456.8355201838,593716.2730114058,640367.9187326484,626305.5635223655,643385.4643537612,664307.2853697953,659025.2920192294,693146.4202590737,720087.488546182
United Arab Emirates,1214839.6869832238,1254530.8287696266,1251796.706915946,1242526.655316017,1256037.961746925,1329661.7278038063,1384403.17069979,1397174.7042863462,1502629.8492182286,1576518.6888397585,1633989.292315162,1703452.4956965316
Syrian Arab Republic,273000.6764901072,206500.43003500308,158724.60943174362,174577.61659564023,248988.6450948939,233899.97683509943,298461.6016640074,284673.72396920767,255870.4863575801,247745.8982859901,260041.0292696491,278035.1970534156
Oman,747115.8513670865,827481.6671554265,842963.3998305593,899927.2781422575,932642.4849871872,938957.0492184828,938448.824917748,841207.2494089731,838170.10798788,834197.7236685485,851345.7724402881,910593.1729058193
Bahrain,131156.25533679716,136167.20932218412,141583.9136847881,151597.8660222136,152367.84349618742,155363.18380159332,169755.68089709737,181202.7275606664,173744.1215416337,167710.95682783725,173035.50350079755,173540.29767044648
Azerbaijan,263563.0773173608,262239.5760032285,246741.33674325648,232910.9971687866,240004.4699238834,235126.12552362325,250785.82087856327,245911.3337027029,263059.50346017827,287556.72811377904,331874.744008365,347038.50124320405
Armenia,30217.9318487752,28012.429603482164,23464.52079913028,24658.633576416243,28482.661689640856,27332.570885562083,36015.508407565765,39850.19980232308,49347.283737133104,54973.24028749093,67106.77705907918,79190.6446756117
Turkey,2935003.7691651178,2965477.2093240567,3155628.210264193,3417829.989214461,4127557.823727242,4311593.623696547,4661038.335172666,4871252.809374796,5239880.960724002,5268641.733770356,5558632.660638928,5798887.958873892
Israel,600000.0739465245,634573.7020992646,623056.9590984826,648141.3764521707,675761.3658061506,695568.8618330373,712967.3347177928,709738.2289853289,768232.7471430895,764925.8514469811,833257.6331719907,861089.413674872
Saudi Arabia,5428921.131559538,5913749.717305147,6532688.899963035,6896247.078417649,7354944.039010069,7491703.873953664,7562559.693388333,7419641.300968594,7504765.509632931,7320294.977173506,7526932.334014269,7878201.22730756
Iraq,3830859.5090171234,4167864.690583209,4906576.768883878,5318010.604511691,5593903.059106367,5474173.679020375,5575217.379795225,5422664.8481367305,5763873.469785025,6377408.58589375,6481217.88621023,6796859.234802408
Lebanon,159552.87969995706,167480.06787135877,164644.56432518028,180445.76756364625,215286.88570735184,221704.6979415583,223802.35793690305,185374.0622892161,136760.03738027913,67633.72558304081,94478.65715417948,106534.32523057544
