Country,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Lebanon,253358.31756937745,243593.058423752,251083.6729440593,260855.4234577668,304296.2679718612,304406.85565629,311774.60638729425,271126.9356966189,229372.26041032904,133129.40152145518,153391.70666900132,170721.23178015297
Jordan,459878.7204292199,498811.3663405519,497462.4645932137,516627.7914028093,687107.8288205303,708874.2621938674,736387.0237007069,725788.4238962482,793083.6805128423,887185.5430720876,955914.123959785,1018496.3734320202
Qatar,962470.1583970728,1059895.8182686602,1059613.148302094,1071890.588145546,1150899.299426646,1221710.1943914387,1230095.6973487746,1333431.2914963404,1361188.06285618,1511561.3762285656,1350187.7930706765,1568150.773055301
Poland,5529280.7816364765,5220008.074228673,4916820.880773681,5616513.770178689,6197179.054760011,5882908.932690396,6023034.406509722,5750153.319674397,9840349.536996908,6901045.403534627,6459232.263918863,9088922.457663676
Hungary,769687.0723195028,828874.3194421349,772521.9015795335,755250.8977312294,877362.464030829,861913.1829806173,997114.2782305798,967994.9862779648,1071719.6835815462,1009434.9752571958,986525.4039715896,1052088.3433677512
Ukraine,3444038.9513856904,4519528.584387822,3900925.1969962977,4104125.735272543,4438402.383884966,4607191.6492495565,4689294.359131279,4836455.87844233,6590671.135290624,5862063.569981663,4258479.438048555,5042275.9289636295
Bulgaria,548062.074754351,674035.3440613603,553141.2863116653,538124.9348276146,798577.4427781333,641977.2772047622,686414.4907409805,679747.881135985,835357.9153146831,763150.1825053758,802215.4987866607,924302.9829871738
Czech Republic,1186908.4686625416,1008893.5431634372,1092561.865909391,1208764.5327529858,1515482.7391785348,1243786.769698837,1375647.2697319724,1136477.3168397578,2040602.7796624263,1336333.807443617,1291626.5081359842,1457645.7777251585
Slovakia,510359.20489095896,480516.8376707077,487788.2545858309,476616.6562452767,561519.1804045964,482648.1231584709,593751.3522034136,528624.7008510332,694671.1455944213,564641.099486879,560583.760980502,580071.5453754708
Russian Federation,140648244.7879219,224210790.86346063,239325404.44419745,222394421.94304737,233151575.03002512,229557862.66923887,213467762.10570952,229014907.5966265,262713405.5285312,335249027.1024929,338122841.6626896,417839488.245349
Romania,1521717.5450839554,1793390.0499034,1459188.2928077434,1498775.5747001776,1709296.9548946605,1795839.525860733,2020088.4394996248,1886487.8981361447,2421424.894853975,2136486.0139273875,2101026.312252184,2593361.652932748
Belarus,1346921.7354414838,1895251.920717785,2073843.183680249,2100426.445751739,2029683.058801331,2220052.00795416,2149818.8958742893,2521714.809216103,3427708.839873784,3567134.126407803,3057211.96111636,3834657.125157251
"Moldova, Republic of",132950.77064381313,198268.91327118763,148496.75717357866,163843.8914668302,163030.08522282424,209905.5754867,227028.1901409688,203283.55194040068,265583.44232575485,304789.90398867946,233160.6820627378,387484.927813161
Ireland,476944.2150580031,794327.4295759845,751568.7815552307,818581.154253439,739497.6911586139,879785.6259658549,879550.1687937671,900829.9720333336,993980.8706237336,1270865.12366024,1219935.6585247065,1394963.457691012
Estonia,631773.5049610167,667659.2138549007,593037.2791872707,708745.5690681101,630815.4961271139,915924.0361384,760246.3683686199,625942.4247778496,1129136.067759629,928188.5306275726,960118.1513432432,1054910.495244065
Latvia,471124.2509571463,706195.5383395576,681446.1422233167,558953.302206552,857184.3086430619,895706.6882458648,688806.725530012,765246.8793891331,1118693.0193933342,865982.3786891348,1139427.2308861162,1056225.0557474238
U.K. of Great Britain and Northern Ireland,4856510.943999735,5745286.02029921,5694156.585443654,5106999.644317644,5032927.724009757,5293471.58543567,4964358.07717023,5309946.005650977,6240346.783500244,6053893.193660621,6229525.901606791,6351757.241211937
Finland,6239555.069244335,7293318.155263847,8093239.996035574,7956535.881290592,7989082.710722972,8511093.999692637,7782321.020254503,6431459.2232309,9954468.919971462,10648971.955818716,10779060.873087252,12285466.185468718
Lithuania,447042.8865412743,624985.363923931,640840.0063682996,743345.125465728,697208.4542584522,968565.8783202318,823366.6819828532,918267.6479307322,1476029.926689167,1169764.8680261336,1049666.2514666142,1378124.9866464566
Norway,4560808.970834378,5666621.109045087,6615842.860016918,6594754.312274919,6521144.472585372,6722158.781390393,6135604.672595172,5287548.106009356,7211712.605121013,7972219.762170301,8179181.204827903,9918647.706606615
Denmark,579468.6584137385,683540.0149770856,714170.6669998665,603939.8555736571,693152.3396016906,743558.0400565391,568460.5142834729,824061.3410017294,912251.5503677694,774640.4437998481,822334.3504559861,1029346.6675814464
Sweden,5761417.5491220495,7431152.096969192,8110689.175011466,7861079.141639315,7235262.615915119,7999642.65134632,6247370.369097923,6486905.333876608,9701163.150905712,8899070.959416226,9881447.725726496,13284629.091231575
Iceland,1560128.1541933944,6514132.631066891,3415060.1271317843,2834367.0588657428,2984822.9736339515,2024856.385788221,2043012.922936216,2018169.2250634064,2325399.0331342835,2701885.6415517963,3931874.6534854313,2415978.746673477
Portugal,1496743.9393042708,1432079.991392828,1445367.338715518,1610941.797353733,1488513.937712707,1430223.9584653794,1414783.020977789,1363885.9499131336,1351739.7246391247,1391608.388154858,1320860.138310786,1347695.726474906
Spain,5762822.014248652,5808595.830277644,5734816.698515173,5366663.453961927,5757715.589861671,5651619.254511694,5759902.939398821,5805044.42072132,6616384.182146729,6112887.713882924,6282433.810529803,6477735.084252119
Italy,6678003.738272747,6698996.810424279,6600442.113506062,6511786.417717051,6915282.809078088,6692540.970393154,6925464.772196257,6894282.304939587,7334729.603775111,7182321.475891089,7058254.265437298,7346087.58686727
San Marino,4930.630617102922,5236.106155855982,4773.490264435844,4977.977815187209,4757.693898321601,4691.1183312196345,4597.13850996541,4477.096748383839,5115.975955777076,4830.951866689383,5155.560113965297,4614.355717342976
Andorra,14048.78718880122,11317.356629526144,10918.955014386704,10002.713882808186,10944.730827915895,11035.70323856427,11200.181222801471,10793.543569123396,12611.727956496728,11407.218938933756,9265.944386356954,9465.027182442078
The former Yugoslav Republic of Macedonia,159207.4515397836,183416.00007053587,160673.72906956458,140380.00173957666,180460.83015642173,150446.19645972017,195995.10582126305,179023.87338200354,234794.04408769304,193843.2519225583,178139.33092493692,208898.21904015
Greece,1081086.2719586666,1168565.980683787,1064628.5634633508,1045771.786482748,1220331.30054509,1161646.4273938534,1326332.0788695172,1269115.819000712,1436053.083233875,1410118.0909437342,1551409.0295113572,1594799.4049252225
Albania,147469.10595564448,169818.2762054415,155831.4169474917,131938.13468499543,170630.90930171142,161558.89010320773,183303.5084094272,189101.2577207617,228107.9608782788,225892.57023912767,237856.29302343543,286391.4831256966
Serbia,793160.8988946786,920029.5707848036,871212.3876844897,1016418.0020403668,1082480.9601789883,987331.8040329114,1297488.6856443747,1020174.5773128038,1293311.81109845,1181425.0324008598,1120507.9934374527,1389766.1730340514
Slovenia,199981.70412109565,197560.7538544859,157255.2583246839,169443.99840519432,180731.1743527149,208080.90348725108,167217.47656292218,180976.74322905787,223158.6216884241,200259.32868349424,210568.43384892464,207701.1279089138
Malta,29972.03554322112,29093.10785407858,29622.61621825964,28881.62475107512,30185.65858068328,29901.442410127303,29236.13925630112,30304.73437098966,30732.742974895365,31106.1619496308,32421.49572574062,33407.822820078145
Montenegro,80705.05081751698,88793.09640604298,94134.5132694538,77818.7365847485,101611.20716543026,90988.05587737952,104097.13848578936,94696.18943707924,123011.27576696494,114686.79345710648,116905.9231182078,127582.92369831464
Croatia,556223.1573150136,667538.7967307463,575148.1103512151,585737.2335707424,687085.8772015609,641207.0226706767,587642.0558989941,597159.2476240842,685866.0104658108,659330.7930350285,618804.0338397641,700661.8366625665
Bosnia & Herzegovina,285237.4334115696,305232.6216333096,304548.3906781944,330801.395461858,394991.7080477522,335599.3834695932,409439.3493495853,365955.2564248678,500945.5493409033,441438.6319279369,423851.09853081295,558464.5296625159
Switzerland,588253.2704336495,502134.4255290885,516160.8960439504,498377.4272874562,566978.7766225927,473014.1213643313,507587.9252381153,477068.0605609942,590913.7671573429,519479.0545363427,522156.4474392938,513712.968459383
Austria,654185.5673832385,722682.919963429,698396.8248763558,688334.3587769299,763820.670108085,747171.4081059188,802733.4168183235,799994.4900044719,969194.7330519411,919578.6789297796,889499.4679696023,945493.6857862016
Luxembourg,101497.09076301962,90995.22103028175,83267.05629667737,79722.94019601402,101061.03473311258,93343.72376624662,84694.09885040103,88185.07497930207,95578.92777600091,118116.18674435324,81758.21352440174,85845.8627765446
Monaco,1195.803153639681,1108.2527134418488,1127.4748862958418,1262.8120973072798,1253.7466428186378,1424.4832254176042,1159.08587446727,973.8376716351976,2436.497437153611,3096.728909338221,2830.639519596099,3036.209196772293
Germany,4744850.8267101925,4957378.590858045,5096661.816013156,5036222.159108426,5687603.67085959,5395421.2197040245,5293084.243033698,5968270.137459123,8583191.830550259,6727177.448608324,6528854.232974717,6775019.143587598
Liechtenstein,3117.188926728098,2700.334346311232,2922.415549421543,2976.0175197389776,3670.351404369227,3169.327400798656,3245.791298822911,3161.5940320409986,3610.3994150872336,3042.8935065482187,2780.392294350559,2843.7474871425056
Netherlands,2971455.365825796,3283159.540919649,3326169.548348574,3019542.2666005427,3141660.334601967,3130492.3894814164,3122418.488495392,3234094.1803880585,3464594.846538561,2226999.6918622027,2214622.520120034,2416742.286285827
France,7459731.994237729,7334322.641962435,7328081.559953566,7004363.902508824,7187852.187019568,7040794.150454214,6865004.828546418,7252168.688318181,7508095.906667761,7243558.435866432,6113039.65366867,5961740.456375499
Belgium,1526152.7208773606,1371758.9062651128,1419763.529974728,1326519.1351130786,1367363.3981300453,1361236.9003478657,1388623.6591131578,1465493.9567419845,1809535.48880434,1368288.7836113237,1217743.08050443,1258436.2481554823
Australia,14469480.311868692,15901320.892411536,17097971.547839582,9349898.580349566,17697910.38993989,19381493.84877525,13924112.257421495,15086135.05322096,16005490.917014658,19730987.43102369,37820179.71754431,25711107.693649106
New Zealand,583973.6161551836,614577.0121587511,555314.7826391188,613494.6584233611,828508.279200645,844875.4382371509,766235.289123061,884225.1985193596,901404.9036666434,992717.3665001912,1144299.5695637816,1222973.536704274
Papua New Guinea,199148.9397078104,405934.7096294178,478825.0427029675,314469.18633624585,601216.3936712726,728275.3345172204,502842.2493448548,692443.6523612915,639590.6885526228,816116.7857471348,1018735.3330975733,920294.3585648468
Vanuatu,50283.08855813425,50012.90280899686,63371.36535212285,116650.82004009008,77488.15696319165,69217.4985457598,14924.606855988492,21643.221711120324,19634.70337619704,20171.48256774924,27368.74990151981,23835.36501976677
Fiji,22790.63101800382,31538.550635045685,26635.99178802162,17307.34980921135,34633.69706397718,33541.572482265015,29513.00537619152,39033.12879034181,40802.34419538912,42090.70593900201,52631.6138218782,47551.41810118636
Solomon Islands,12692.174314389977,7696.973366819913,23075.392509990743,8469.854537902578,35400.16606693718,32643.424316091183,26231.85513384154,35270.04066880325,38823.45228695812,37314.24425833751,48781.732190461,46989.22613597875
Palau,610.5932781408592,602.9189794138734,640.5632283521046,696.3494134067943,1125.0228039407252,1116.2898521688353,1035.1484117706912,1083.7484201275252,982.2934530596232,1357.4290200882106,1276.1222853201286,1369.6955028642644
Marshall Islands,106.69993918627208,94.24591912954465,89.37538912027487,91.96782629311672,134.77091932156506,116.49745089879224,119.3275945402828,147.07662853142796,164.6402787929656,161.94939166471067,190.67420342950257,197.7738232766881
Kiribati,368.9576645629225,226.9297956068611,300.4634646578086,199.2409029883093,598.3875564725374,665.5436762616916,415.9686265199203,687.6976605642081,575.8505916392097,565.2282797732777,837.3280045891506,659.861143735927
Micronesia (Federated States of),650.9749708497988,683.7707516930413,898.0813898758266,800.5859389864199,1132.6352732405362,1227.1259651675527,1012.319374581879,1230.3617625412987,1275.2706269344865,1409.0050007935836,1575.3122485284712,1537.3885042722322
Nauru,388.5907868184296,483.8657375703255,477.3425722545269,493.4603365382727,507.4461160468121,565.7920931540281,512.7006617054051,606.0553411913854,683.1176964696716,582.6511006271139,590.6409517339633,584.3915133137328
Tonga,868.9085966960477,1075.9165061465665,1065.733880468794,912.4459318245666,1426.3530319538777,1337.7258169818156,1511.2580365304848,1671.6050846240096,1743.7406833137948,1763.9197041720745,1922.7966399252407,1888.6392266416087
Samoa,2893.279454901287,2872.445864149157,2883.5191335173363,2140.6887671241407,4656.013723596053,4437.087883849179,4351.744268864042,5187.01871265202,5493.090854059538,6049.072272102153,7392.715838921771,7003.216897048089
Tuvalu,17.686986298493895,6.611328947716209,14.819706310179802,6.208587256263643,39.65617008174165,40.62979116352163,33.23709912130647,40.18115402144544,49.34875716567041,42.881240185394006,55.16716006842318,57.41733757783384
