Country,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Tunisia,743798.6935360521,753131.651820352,753222.2103872076,695496.5272502865,889733.5200274679,879080.6019977363,904830.7948471128,969749.274120966,983004.4023082558,1034816.8756209994,1110985.77717186,1157257.4665726786
Egypt,5112726.491921051,5097069.572991043,4929330.533892039,4890074.098378333,5932821.440313095,5433136.644182551,5650605.789096709,5653198.463209467,6084216.355358303,6483366.595589953,6611002.783351018,6022524.172235409
Algeria,9310853.627028847,8851788.9019588,10161104.785379736,8588671.075382829,10687492.7341347,9996116.321314244,9403339.249787642,10968634.86811717,10447942.484570002,10868191.998981431,11330329.597449869,11697870.501457049
Libyan Arab Jamahiriya,4052588.515441535,3518175.2202989124,3529484.413909241,2737183.658316607,5049924.192314281,4464266.765267705,4595792.391292853,4754550.545963272,5352356.687985657,5822623.931780764,6857223.457938542,6982289.172279102
Sudan,2235169.057910148,2234022.2030867217,2273452.7442468423,1991408.3233669207,3575453.5420321287,3280178.467561617,2726454.000710366,3628265.518749579,3836690.173449832,4079970.0927808704,4925054.471537359,4737796.886900532
Botswana,952745.8737211614,581607.9285791318,927776.2113519314,450417.8107343768,1318828.0654287827,1086415.5477054387,853757.6118515481,1205445.754358487,1604890.8086457434,1656998.7232974824,3369505.4823080893,1535971.9048820096
Lesotho,48697.611495663645,53389.65802438265,47821.79204550898,26462.44471492716,60021.25220837695,57669.98238352247,59086.62958920674,78064.69734234345,73841.07388470306,73039.28793360262,96195.3838205202,100416.7551591754
Swaziland,83664.86060648753,108918.4621087392,77010.6931624325,73546.57363220086,87588.699548771,64486.56720189569,73687.19141401172,111058.97228768302,120393.45959368856,74959.77471031845,112244.79438272324,169126.6506038787
South Africa,4385783.555870234,4446158.742448215,4266332.5273825545,3614886.005283781,4697542.328789779,4423580.747809126,4189804.366519926,5097488.262187146,5348059.128488057,5254076.245450555,5928253.853213438,6765052.430183529
Namibia,1128607.266791195,739080.9352325917,936847.9011971398,521630.0207051582,1427665.7901480943,1176000.550802505,1039423.761950866,1600935.6826234246,1573977.1343622208,1607696.0868791582,1976840.3256202205,1757127.19308834
Niger,956412.8288694466,861336.98318841,1139740.2213040844,813321.7478880406,2021401.094216572,1642584.7069430277,1488879.6186450296,1951979.480975784,2023578.5876366564,2306356.193083744,2483681.964923904,2521908.345088404
Guinea-Bissau,50373.20441012781,65875.26090361507,80011.4217605864,44702.17176874499,77646.51800776347,74374.78940959716,66341.7752294084,67077.73259956714,76473.44781930768,104376.95841672974,81409.29271335664,90297.66866257938
Cape Verde,8750.884384452043,41012.249810187815,9598.21680071788,9179.034570499438,13761.201568104934,13714.520778863976,13172.988241745965,13889.388642994674,14360.093254820422,15449.681881327257,15340.557121433714,15645.083029855596
Benin,219331.1939097535,223069.1696066089,211050.57601462488,206772.494447612,356252.09826814616,295164.31998207665,311030.124768976,309363.2254868868,450342.0763013656,412626.9843839642,372777.58712705306,422349.6008170078
Nigeria,3027988.940356184,3006414.472358794,3340729.2507174523,2998579.3069361337,4014303.0028676456,3874622.369060557,3521009.947626279,3642345.4414469576,3380723.079495536,4107215.738550664,4163322.92337883,4623871.427087093
Gambia,33819.33355357525,29152.183140386744,24445.6664090048,30379.357044578508,35965.7378649235,35823.19752919223,30176.353118163875,30994.55161736577,47675.01686985543,47191.69767385203,56719.108512790815,60123.52623136104
Burkina Faso,514744.111756177,411379.5762056347,493463.99001406855,447801.0508334909,706708.8070682886,589429.3455546773,517093.4424266111,623598.9796253815,711659.6990499985,760626.6081624532,825943.4898003661,989435.9242892473
Liberia,119151.61227332422,90069.27506737903,121506.67677304288,99203.9838877045,183384.82681328448,178889.26494006527,141153.12295995542,190554.3040866694,187636.3190772652,247486.155460802,233877.0841498213,261848.21743384053
Senegal,490518.4774614951,452574.8885923097,403223.72208016086,454075.0757556879,635899.5032101722,545006.1085474064,538763.7120926566,586511.3908333445,706927.5566182577,789720.1872370993,862755.0343522326,891483.416974608
Mauritania,1098698.1754262378,919172.3096340892,1341026.6185404952,765927.27778035,1919197.976847118,1563316.1026745602,1439727.0236765796,1928564.2316779024,1929753.707814168,2136609.105219332,2375007.4340394232,2289707.086996757
Côte d'Ivoire,682618.7768864764,592242.3204848807,687794.1345113225,602141.0650225228,919448.3921099934,850239.4540191721,776706.9028924879,966022.49945993,1011043.010148952,1232764.9594575833,1200918.328637623,1323579.3412757316
Sierra Leone,138690.1690699664,157840.16414059716,122991.2005340145,127704.63776855022,181799.09500555124,172130.86149152476,143220.62920212123,161336.33664627984,171844.22768823837,198307.78505158352,216869.2624977569,254844.3365584779
Mali,2049682.9367142047,1530507.8574336371,2101427.905165112,1664447.668525111,2792531.813909603,2338611.7717940584,2215285.950421612,2770455.0962755727,2796582.960345769,3171249.700301028,3508037.296701644,3722126.872629523
Togo,120350.7402829898,130462.21219143875,144006.24385303826,162037.51544535268,201021.2211251037,165591.7335169393,171651.97836542246,184539.77686797985,180120.0737366469,240778.34103312585,219202.0327673329,250488.81869021125
Guinea,847407.9785341838,831739.5417565106,671836.1752152893,775199.7205572728,1011091.6743686588,817297.8562911293,773650.8030058079,823804.6368221403,844293.3667185878,944746.5157199184,970429.4030578268,1183165.8773721843
Ghana,651222.3332982635,659256.2840814951,642332.6455069485,780373.9113900439,1022526.2666387483,934895.5292439064,982844.2607996616,1171448.5769657467,1149369.6360676896,1457339.7694906972,1418783.6128574472,1618419.7480856378
Jamaica,75220.73644056298,72672.49067367957,73860.9504125175,72759.66192211283,83203.73881461717,81346.9092129562,85711.57868111882,84574.69114061834,83854.55441238757,93618.397363094,95446.22831343762,102701.89461238663
Grenada,2617.3221159489126,2299.660083204683,2466.7481667844104,2255.165892978861,2371.418364058289,2451.91495724297,2272.6031263480004,2270.5873099036094,2303.238941042446,2551.1087261041007,2639.8586853269253,2790.054934071442
Dominican Republic,243282.5812811588,238678.8244828465,242200.31850624288,252099.2720872897,296335.1026763901,312964.19206314307,332483.6508283842,363007.3850317367,386547.4175104221,452374.58002570615,469025.4976102647,528588.0160928105
Barbados,10160.89730927395,10389.098114352422,9747.673592366596,9723.034673946218,10312.531461506149,10353.897837271996,10797.862929694262,9927.842882035642,10198.093294309165,10728.961128975832,11020.185926454204,12118.692143337865
Dominica,1796.2864038476753,1688.6927176353977,1826.2265671553423,1682.645329035085,2231.7948162375724,1655.8739323524292,2001.458629135291,2431.424984085208,2349.823677605741,2556.3721046180103,2671.928307778927,2690.2456077326733
Trinidad and Tobago,163519.99248626916,155964.68707641173,151090.6376744242,143891.58661706946,149024.52496786392,154898.3371522303,152079.08831472867,147857.2418325344,145606.6087462313,157560.1439595524,160596.9991132687,163362.70883797063
Bahamas,51278.261676682174,45081.97628171211,43948.74480365393,42789.59927657693,50417.53131025693,44735.49588550899,44496.38394092424,46434.63862616415,47129.78024105336,50609.0032573497,56235.232986503775,61897.5553794594
Saint Kitts and Nevis,2604.973081641103,2819.7180178053245,2959.093783686268,2867.278396075846,3208.8695045980744,3542.026064714378,3427.7069087420027,3178.908285514982,3188.8406997992715,3670.201454408965,3711.105270077438,3716.130181914683
Saint Lucia,7005.881780129028,6747.883523071749,6734.261876115204,6479.204139536212,7158.675286517189,6730.017737958948,6913.906044065952,6948.752127761351,6792.517368568042,7375.872547284061,7275.158575595009,5752.610304366488
Antigua & Barbuda,6254.372521713885,6716.97838240172,6941.643935607441,6440.7543926828985,6985.765012015902,6975.719258932738,6432.193294043284,6013.009339007909,6270.486865990532,7210.500104629875,7807.1909958272545,7667.432964483079
Haiti,42407.82440726515,42920.75942025891,36754.19282972309,33967.831631189605,61162.0631092945,57399.24685809586,50209.28980760277,56716.4166857674,56988.212134953326,59765.8235790187,68349.37239662721,65707.31674290364
Cuba,336152.4015472296,343313.08294433285,386403.5007688952,355237.91670812725,423776.4576333065,402632.1258009568,398826.5109541562,438075.66586309625,419501.9160559784,422488.68666553736,491625.9705437494,460998.0774389383
Saint Vincent and the Grenadines,1400.4152537362663,1287.0272681619315,1385.5363071590373,1311.5139294411972,1777.237779562028,1699.4913117775145,1648.4489194385571,1681.3795283836478,1587.8221558380374,1661.9452481978078,1867.4749625922416,2005.291698833892
Belize,42152.05128560381,41610.945097212905,42776.678955381525,39799.99828747778,57258.67853553544,53697.91710200287,55181.33091617309,57722.25190377876,58047.07818611687,65864.8961534321,76776.76713463469,83529.05735198245
Guatemala,273925.74269896693,280417.5759009091,309531.8341443373,294864.1680029537,386308.54181653087,376135.985815329,351390.3867982975,403362.29220215447,415285.6839487621,461110.0247639389,494238.8813183431,579532.7838846594
Honduras,313900.5951137531,310241.5734672399,345869.8309515823,316426.39159189264,380913.2388820104,370389.4690915841,362853.120465859,397050.7593371282,357454.13147089793,401980.5575770454,477505.6333149625,503455.9421234851
Nicaragua,186595.2214223493,190924.9562197752,183062.158980796,185780.09585854097,276482.58249793097,278696.22042006406,248274.62932863363,298616.5195252653,285529.73032991355,341208.21553297044,366736.8483002952,378563.67405291006
Costa Rica,250247.7187681222,226644.2850797902,240899.48172835045,218348.9037404653,261290.37095687285,262035.17069799663,261692.6263973264,256966.2158866953,256220.81468705,283530.47344969667,301447.96756862814,310446.4322529174
Panama,197829.95935423515,195747.2079999417,203619.51946158224,216332.21765308428,258055.121822788,256503.5887801224,252363.0175968467,271510.33464991534,269579.08579444105,308238.0954700852,338957.44611786166,336640.8092938563
El Salvador,88173.10055809117,84964.52307060093,100521.47359271646,85705.59434200915,105661.43466239786,104694.33912973649,98077.77996022964,104573.48755456416,104904.77008243537,118591.09447468142,128599.22639296524,139388.82723126898
Mexico,8288642.187190952,8117633.037846229,8555335.282874001,7623176.184838117,9745652.179088192,9160061.563693749,9457131.118644828,10277708.435536034,11290535.903999755,11877843.273186067,12810449.057131069,14271837.178859094
Canada,84299056.24221194,111098673.25147516,144699992.20619285,115179815.55530238,133894509.91015927,120758257.35475454,110569881.63190883,117293360.49489132,127714039.10780014,162957744.85616863,163983449.32099742,162385877.49490708
United States of America,102622889.1834476,116527489.93784104,118726329.6579923,100175405.99253204,112877650.63940874,112785810.36446312,111165189.03950742,107022334.49719945,125657712.3959796,139170466.1557506,132227682.13606182,141989429.96186942
Suriname,261269.482353818,164006.44887270406,176894.08193928516,127792.9580319803,295308.8287271502,275436.637149818,229810.12107300176,271135.61351276044,274383.8529046654,322667.34770541405,372542.1386441491,343533.9848577774
Peru,1619824.358741765,1751346.092970902,1846976.302742396,1590127.662774211,2600161.6831560745,2697471.0521493712,2402622.669581088,3003567.517858605,2999576.8160298606,3527538.3854019786,3934638.847834316,3914197.606703838
Paraguay,1056894.5047812655,940996.3204110636,1164477.7139989615,975230.0391167004,1296643.3260669445,1140232.717447211,1155812.6746200295,1578961.744069605,1564096.9109853378,1545692.5711937773,1953491.7569072368,1991386.525967165
Colombia,2704536.350276085,2497643.7848644564,2437485.2966037714,2383689.4125518366,3098341.347741433,3121967.671449558,2805101.925405192,3208560.5696056066,2890873.366791562,4088543.2476415695,4384053.235834226,4472494.54996134
Guyana,296057.50095473934,195787.2348368627,230822.1321624349,157115.99700166486,375322.7898991677,345956.94573406293,300383.6843111218,365944.9294381083,377503.0356911444,425678.58551144856,508388.251718304,487781.7701898136
Venezuela,9947696.462606397,9460203.298748616,8860158.804073635,8169582.389448591,7317422.012205972,7648612.9630604945,9455192.954407323,7716396.754111964,7940569.364054456,8934229.721906984,7724107.305729366,8167687.786880453
Uruguay,457369.0729305093,411948.0151189788,482390.3611414049,431404.9479201661,574139.2764178945,558640.899491943,542017.8365025773,630344.8306668333,646166.6085095049,698445.3146635019,719629.9636151977,804017.2843430509
Argentina,8385783.097670559,8401531.366396178,8967112.962118955,9925877.357963862,11224812.532456871,10375691.909378242,10019326.48343872,11503335.283907397,11164563.907543795,12989400.38101544,13037252.330736574,13984737.185944565
Chile,1702746.1461434765,2519911.379473569,2392685.064182036,2385715.9650958404,3339767.126938303,2813251.8903358225,2729516.2567954184,2815637.419032268,3061939.8340261024,3997098.4581082254,4032300.9856882174,4116307.118786343
Brazil,18911865.43843264,19806528.170910727,21979143.01664761,18389862.651304733,26156920.4550534,23346216.413089417,22441124.44876604,27231322.430844925,26210147.17369707,30383879.575935967,32416266.783229742,35712997.7216558
Bolivia,1369214.2701625994,1420857.9411696773,1983877.5183165,1720776.0565576614,2335052.8089484177,2143778.582637483,2096684.706971369,2747087.947924585,2684466.363185265,3553630.5591924256,3959453.9126667767,4588510.805143575
Ecuador,951943.4238436614,1071012.096073031,1238098.898152057,1130640.4769303128,1311657.2085849738,1617809.6348327608,1303582.684266917,1378482.9463109523,1299642.7376711129,1981695.911773102,1958622.993067532,2266827.564874883
Uzbekistan,2277299.9445032976,2222895.6396351685,1685851.5143422869,1475752.5284312477,2015812.0068040509,1644186.2243979422,1754744.9180073044,2113262.355426002,2281749.3544027293,2312339.7560935947,2571729.45508908,2458683.2417302937
Kazakhstan,10026098.476471713,17068025.889570534,14324999.452384043,11555780.566950804,15127607.95643668,12828679.639208345,13536161.216356302,17820082.03961301,19136155.578171525,20014792.515890542,19979359.53980672,20907420.239510573
Kyrgyzstan,484812.0151620614,799236.1078110528,596524.2056315315,565039.0098048787,679770.5898145896,665730.3841278916,749692.6938390983,820003.7556091284,835239.8530471349,832797.1827634497,1113570.931138876,1027140.6362351648
Tajikistan,367655.9996762323,461217.2211043144,369847.9579962797,317313.1141314767,447895.3941267376,424409.9080281844,437935.7266439398,483717.751096186,491824.2522646084,539687.9681210029,646970.3180665259,618557.8029265148
Turkmenistan,2599095.5529675046,3502978.764571478,2586434.5105798645,2126400.2775306925,2759813.6544189,2463367.426996654,2435682.895838516,2594878.8978005704,2514954.231356906,2579786.1575921783,2878307.897990256,2888368.031281509
Mongolia,2604782.097775917,5362887.355461847,6117486.12855996,2957468.968237872,4166306.2360669305,3979454.581936159,3995812.4250623113,6282692.778284835,6092836.585545907,6864787.853981862,7304381.298911359,6978298.943854412
Republic of Korea,2512732.62407938,2295303.3179275785,2188353.4054887714,2253824.343141042,2640308.9033004288,2634155.7821257683,2477897.930572104,2662296.6614501574,2998297.699114025,3440243.382747307,3120479.970893144,3086178.796368382
Japan,4463135.679187018,4502854.344585147,4283052.407586682,4195652.963448602,4715286.7428839,4863711.661568092,4615609.449426894,4457679.209631713,4930565.093589418,5272920.130588483,5331496.316733062,4970182.835412446
China,37591010.22372628,39349480.99597911,38397058.93286922,35174091.41954389,45518068.38200221,46180827.382983126,48335756.46792186,55235730.444751576,59194816.61998803,63246632.21971808,69658262.98918618,68368002.66167176
Democratic People's Republic of Korea,191278.0013693707,218009.58527515343,237283.62346250183,147861.03779250447,338515.3817173619,272301.47221696534,260486.1839635865,318525.3991128801,335449.317350249,379554.9868380635,427538.8260247549,469613.4596968073
Cambodia,365929.4594135078,242791.7579120589,252691.5442274555,275321.8990039307,409087.7518643066,383017.09851889947,389236.66293580655,468642.6422430834,500099.2702413228,537304.7590974396,619330.9934391826,633595.0219394952
Brunei Darussalam,46819.87732367156,69734.06364311029,74203.89386399527,67735.30861952204,64022.397226975896,62387.62599042417,66473.73318191768,68402.13636974231,30446.17290797173,77130.08391000937,81689.72090722923,72433.17014815
Timor-Leste,18190.494493695627,25928.49722782221,19935.182416371244,15239.908781281343,30843.831801142725,30458.608385216205,26795.927001998403,33989.00538372282,29748.23426400717,33112.053273064244,37551.48690295968,34955.98156795748
Myanmar,1495533.9782677123,1514839.324113459,1387854.536019288,1221233.1999432324,1759450.914788331,1665004.5412458067,1606094.025462441,1985971.0156581555,1911114.7130756548,1995506.9292368584,2407063.659387631,2478244.981988767
Lao People's Democratic Republic,312334.26568456995,374720.7551602295,369177.688300957,401471.7262741757,465829.5187426922,439172.7011297784,459043.0124200309,619394.2997455911,507329.5145098412,578428.1437599756,953468.4283557802,705958.3560499074
Philippines,534952.9327961729,585926.6314573179,588994.9746524999,618895.8415647715,883020.3006148761,851189.5445836426,808191.4885644291,930321.0115308583,922060.2278997704,1070990.3588211038,1207795.300681621,1267312.0778747164
Indonesia,2001055.905614737,3208128.198452304,4147478.7554401737,3543745.6157472534,4477563.142842667,5037753.36446139,4973522.577461541,5385890.257770133,5038599.675697432,7019309.115208359,7610561.363868711,7571433.454708612
Singapore,114340.28286146,139535.32295136162,148176.2644762526,140016.47894017087,141075.257744602,144603.92690610312,149276.58750681582,141473.56402616503,132759.4217756345,156959.56611646383,143893.9544808743,156750.33589610492
Vietnam,1823571.8231086647,2447646.7331888047,2661081.0695228,2773236.187705328,3509577.070263213,3960070.6463705343,3991767.34650262,3915547.5934778336,3614122.2277397993,3582409.822052585,3692742.9417550536,3610716.066489469
Malaysia,964221.9768803478,1570932.355198118,1676233.494903091,1647602.422210355,2024234.20050381,2056917.9854157849,2402609.7919236114,2212141.810343175,1869548.41115296,2744423.9095154256,2710246.3388294284,2712002.8457544832
Thailand,2344359.313532425,2497713.541352077,2636552.7432397683,2767336.295316238,3067568.9765851386,3083485.24940192,3330617.4457436786,3547309.566820972,3624238.6081365575,4282977.532700531,5064472.881822868,5234286.745456846
Iran (Islamic Republic of),10699065.297848962,12088715.625049172,11450958.4293613,13656705.842328625,16448523.248119617,14678140.310281483,13356959.385469891,13724346.282707456,15127299.33519218,16766825.9223297,18772194.33268484,21184058.32778209
Sri Lanka,146252.25856551982,163440.35740845167,184583.71644770907,179151.1744007014,225545.9634961671,219673.1333404281,214231.37824009487,230173.88898059068,250514.8391620336,289411.8819480094,286913.78034405323,299875.33914408315
Afghanistan,1091875.2299579014,1090830.046976643,1054925.741521136,817881.3366159019,1560382.1147739887,1300210.4232110917,1286777.172078237,1472469.6406223136,1607986.814791184,1595537.285381738,1824314.5706601075,1822854.0682166195
India,15414468.976217955,15914194.814425902,16786788.0669483,16104561.608869633,18999073.073885053,19111405.17326862,18943636.209284123,19381459.38703866,20270082.069739856,22574113.273117468,24278432.335297577,25676805.73045957
Bhutan,71302.39943684112,55691.92379992257,70869.9725721797,46802.21020981393,88668.43187643487,83063.2668833099,77896.66917548033,87194.46883055674,95650.91491896618,112792.6577977186,121546.83160498852,131606.9032410366
Bangladesh,401016.70651939546,399459.9289186432,443198.1347102629,387205.2291681106,540268.9390595094,555719.5378763321,546729.7158858282,599905.0206198532,619014.6267308654,705080.0926306956,724933.3475537249,791071.4508428851
Pakistan,2516479.2130934983,2288906.479761184,2342904.1305960803,2264324.6995378444,3186533.843132857,2910731.753828893,2819343.493960914,2949372.82138526,3277579.641618803,3378022.490313328,3590110.989423952,3692905.801644667
Maldives,190.61579328220265,202.2044131418946,221.78382606535573,362.4354921637796,375.7131813362535,383.82878988011214,352.25281212955133,319.7493783082447,401.0622740682433,506.17321721034887,655.1269217259744,671.1605435594626
Nepal,377167.7643684226,335774.1326343867,279880.2891436718,415298.7263364,405929.8074123752,400835.81288530736,393861.9515109677,410840.1493655492,571717.0827715672,530479.2811232365,678887.6405223561,773771.8831666178
Cyprus,130938.0332833508,128002.28294444294,127741.579782914,126140.39291372604,138796.39974094817,139387.3752305981,133824.65614044422,128834.83659209475,130354.69046518096,133642.15674016383,136653.6951212138,146542.38872200204
Yemen,984208.291318863,1007150.1281636348,843065.6812684222,411362.9862918851,855763.4602308624,936319.6075572536,856896.2375553303,1048231.8383067532,1166652.82342747,1143530.795810895,1240254.8692523467,1133800.608791327
Georgia,324319.20499829884,366953.1732971899,299447.9816927861,295741.8252509787,372181.7888504652,338517.24231188564,372845.51881725696,403243.4888502116,460386.6844674785,498692.0465315899,518044.66023402783,602018.5817253154
Kuwait,1274195.0567542438,1385859.0707867516,1335711.6338333602,1508480.3822352325,1344936.6142115588,1506077.1782752783,1392001.4341411274,1288759.4112377393,1191242.5558599343,1264523.5948310583,1390575.5350429649,1344718.5341668918
United Arab Emirates,1854775.6089911808,2022893.1699536536,2130099.1240137285,1950919.5409781125,1910286.36373178,1953138.630040828,1998406.912203628,2073339.7566972133,2178470.033913762,2339876.162830437,2461185.866157924,2650010.568206514
Syrian Arab Republic,869122.7468558734,828936.5817201417,706027.4757504754,738308.1850931441,1578294.4585491023,770679.715556948,890899.1282595542,925039.9978052129,911435.0445700964,912667.270497081,1002539.3752550258,1078581.688701752
Oman,1905834.298438941,2179974.023892053,2233507.566050262,2244530.241695,2635524.6462841025,2747668.2696935018,2471933.449689796,2408551.180922903,2383461.835395248,2285129.017782362,2351935.157438343,2535944.34565018
Bahrain,251338.83950079253,194003.5045545745,190283.39540541737,198674.5923113027,200483.06024131013,214857.41606102925,262639.0348710698,283001.133560358,246492.1475579954,243100.4434609955,251517.10490401683,249827.5488672676
Azerbaijan,1488966.101920776,897401.3818318646,855471.7933100543,730097.3308686746,828722.7224148192,875852.2666100403,1023710.6576157842,801867.3199143996,911210.7729916543,1279749.0532513862,1237814.1020817312,1219963.422643913
Armenia,111269.54623196488,136028.03954357465,102207.923581542,118169.47076150058,151417.64971764735,115863.6352542425,151507.67634446704,144728.51459322707,196817.6640920928,216208.159560846,209365.7703628821,331053.42753583967
Turkey,5715065.160407847,5984559.201859401,6457084.137743505,6547854.412004712,7875879.304015411,7322867.708028588,9009712.935481276,8570932.360186577,9998665.154177058,10415926.87759262,9803333.761589888,10458756.570245652
Israel,788110.4025823503,812758.687822034,822051.8352527651,827026.8687352904,885760.633502377,904646.4043653368,907280.8194187873,908350.2131779676,998104.485716716,1022011.2774342442,1093642.7722307043,1152734.174722839
Saudi Arabia,10461965.333002407,11198603.065805132,13415005.177338416,12859151.36921183,15187403.690658914,14514840.793260526,14540506.153268617,15095836.071324866,15311162.454851262,16001459.19578302,17309277.50885917,16893735.362683147
Iraq,8995462.915566143,9142528.356082637,10650323.54773406,11137779.090512224,12229444.193417842,12200550.892289028,11891911.29231719,11463727.201779451,11214464.385161534,13074940.520765323,12854625.109654214,14759850.183231052
